Matricule,"Course Code","Ca Marks",Semester,"Academic year"
MDW/20/178,"MID 233",27,1,2022/2023
MDW/21/0001,"MID 233",18,1,2022/2023
MDW/21/0004,"MID 233",15,1,2022/2023
MDW/21/0005,"MID 233",19,1,2022/2023
MDW/21/0009,"MID 233",23,1,2022/2023
MDW/21/0010,"MID 233",20,1,2022/2023
MDW/21/0011,"MID 233",23,1,2022/2023
MDW/21/0012,"MID 233",0,1,2022/2023
MDW/21/0013,"MID 233",20,1,2022/2023
MDW/21/0016,"MID 233",17,1,2022/2023
MDW/21/0017,"MID 233",24,1,2022/2023
MDW/21/0027,"MID 233",27,1,2022/2023
MDW/21/0028,"MID 233",24,1,2022/2023
MDW/21/0038,"MID 233",28,1,2022/2023
MDW/21/0039,"MID 233",19,1,2022/2023
MDW/21/019,"MID 233",25,1,2022/2023
MDW/20/112,"MID 235",25,1,2022/2023
MDW/20/112,"MID 234",16,1,2022/2023
MDW/20/119,"MID 234",15,1,2022/2023
MDW/20/178,"MID 234",13,1,2022/2023
MDW/21/0001,"MID 234",19,1,2022/2023
MDW/21/0004,"MID 234",24,1,2022/2023
MDW/21/0005,"MID 234",24,1,2022/2023
MDW/21/0009,"MID 234",33,1,2022/2023
MDW/21/0010,"MID 234",15,1,2022/2023
MDW/21/0011,"MID 234",15,1,2022/2023
MDW/21/0012,"MID 234",0,1,2022/2023
MDW/21/0013,"MID 234",26,1,2022/2023
MDW/21/0016,"MID 234",32,1,2022/2023
MDW/21/0017,"MID 234",15,1,2022/2023
MDW/21/0027,"MID 234",20,1,2022/2023
MDW/21/0028,"MID 234",30,1,2022/2023
MDW/21/0038,"MID 234",11,1,2022/2023
MDW/21/0039,"MID 234",21,1,2022/2023
MDW/21/019,"MID 234",30,1,2022/2023
MDW/20/119,"MID 235",25,1,2022/2023
MDW/20/178,"MID 235",28,1,2022/2023
MDW/21/0001,"MID 235",31,1,2022/2023
MDW/21/0004,"MID 235",27,1,2022/2023
MDW/21/0005,"MID 235",26,1,2022/2023
MDW/21/0009,"MID 235",35,1,2022/2023
MDW/21/0010,"MID 235",24,1,2022/2023
MDW/21/0011,"MID 235",28,1,2022/2023
MDW/21/0012,"MID 235",0,1,2022/2023
MDW/21/0013,"MID 235",31,1,2022/2023
MDW/21/0016,"MID 235",33,1,2022/2023
MDW/21/0017,"MID 235",22,1,2022/2023
MDW/21/0027,"MID 235",32,1,2022/2023
MDW/21/0028,"MID 235",31,1,2022/2023
MDW/21/0038,"MID 235",32,1,2022/2023
MDW/21/0039,"MID 235",32,1,2022/2023
MDW/21/019,"MID 235",32,1,2022/2023
MDW/20/112,"NU 236",21,1,2022/2023
MDW/20/112,"MID 236",26,1,2022/2023
MDW/20/119,"MID 236",20,1,2022/2023
MDW/20/178,"MID 236",25,1,2022/2023
MDW/21/0001,"MID 236",26,1,2022/2023
MDW/21/0004,"MID 236",28,1,2022/2023
MDW/21/0005,"MID 236",21,1,2022/2023
MDW/21/0009,"MID 236",32,1,2022/2023
MDW/21/0010,"MID 236",22,1,2022/2023
MDW/21/0011,"MID 236",17,1,2022/2023
MDW/21/0012,"MID 236",0,1,2022/2023
MDW/21/0013,"MID 236",22,1,2022/2023
MDW/21/0016,"MID 236",28,1,2022/2023
MDW/21/0017,"MID 236",24,1,2022/2023
MDW/21/0027,"MID 236",24,1,2022/2023
MDW/21/0028,"MID 236",20,1,2022/2023
MDW/21/0038,"MID 236",30,1,2022/2023
MDW/21/0039,"MID 236",24,1,2022/2023
MDW/21/019,"MID 236",34,1,2022/2023
MDW/20/112,"MID 237",22,1,2022/2023
MDW/20/119,"MID 237",28,1,2022/2023
MDW/20/178,"MID 237",32,1,2022/2023
MDW/21/0001,"MID 237",27,1,2022/2023
MDW/21/0004,"MID 237",22,1,2022/2023
MDW/21/0005,"MID 237",32,1,2022/2023
MDW/21/0009,"MID 237",28,1,2022/2023
MDW/21/0010,"MID 237",34,1,2022/2023
MDW/21/0011,"MID 237",26,1,2022/2023
MDW/21/0012,"MID 237",0,1,2022/2023
MDW/21/0013,"MID 237",34,1,2022/2023
MDW/21/0016,"MID 237",34,1,2022/2023
MDW/21/0017,"MID 237",29,1,2022/2023
MDW/21/0027,"MID 237",31,1,2022/2023
MDW/21/0028,"MID 237",28,1,2022/2023
MDW/21/0038,"MID 237",31,1,2022/2023
MDW/21/0039,"MID 237",26,1,2022/2023
MDW/21/019,"MID 237",32,1,2022/2023
MDW/20/112,"MID 238",16,1,2022/2023
MDW/20/119,"MID 238",20,1,2022/2023
MDW/20/178,"MID 238",18,1,2022/2023
MDW/21/0001,"MID 238",25,1,2022/2023
MDW/21/0004,"MID 238",18,1,2022/2023
MDW/21/0005,"MID 238",20,1,2022/2023
MDW/21/0009,"MID 238",33,1,2022/2023
MDW/21/0010,"MID 238",24,1,2022/2023
MDW/21/0011,"MID 238",28,1,2022/2023
MDW/21/0012,"MID 238",0,1,2022/2023
MDW/21/0013,"MID 238",23,1,2022/2023
MDW/21/0016,"MID 238",29,1,2022/2023
MDW/21/0017,"MID 238",26,1,2022/2023
MDW/21/0027,"MID 238",28,1,2022/2023
MDW/21/0028,"MID 238",23,1,2022/2023
MDW/21/0038,"MID 238",20,1,2022/2023
MDW/21/0039,"MID 238",30,1,2022/2023
MDW/21/019,"MID 238",33,1,2022/2023
MDW/20/112,"ENG 201",29,1,2022/2023
MDW/20/119,"ENG 201",15,1,2022/2023
MDW/20/178,"ENG 201",21,1,2022/2023
MDW/21/0001,"ENG 201",26,1,2022/2023
MDW/21/0004,"ENG 201",22,1,2022/2023
MDW/21/0005,"ENG 201",22,1,2022/2023
MDW/21/0009,"ENG 201",18,1,2022/2023
MDW/21/0010,"ENG 201",26,1,2022/2023
MDW/21/0011,"ENG 201",20,1,2022/2023
MDW/21/0012,"ENG 201",0,1,2022/2023
MDW/21/0013,"ENG 201",19,1,2022/2023
MDW/21/0016,"ENG 201",25,1,2022/2023
MDW/21/0017,"ENG 201",28,1,2022/2023
MDW/21/0019,"ENG 201",0,1,2022/2023
MDW/21/0027,"ENG 201",21,1,2022/2023
MDW/21/0028,"ENG 201",28,1,2022/2023
MDW/21/0038,"ENG 201",31,1,2022/2023
MDW/21/0039,"ENG 201",27,1,2022/2023
MDW/21/019,"ENG 201",22,1,2022/2023
MDW/20/112,"FRE 201",28,1,2022/2023
MDW/20/119,"FRE 201",26,1,2022/2023
MDW/20/178,"FRE 201",31,1,2022/2023
MDW/21/0001,"FRE 201",19,1,2022/2023
MDW/21/0004,"FRE 201",26,1,2022/2023
MDW/21/0005,"FRE 201",24,1,2022/2023
MDW/21/0009,"FRE 201",19,1,2022/2023
MDW/21/0010,"FRE 201",26,1,2022/2023
MDW/21/0011,"FRE 201",23,1,2022/2023
MDW/21/0012,"FRE 201",0,1,2022/2023
MDW/21/0013,"FRE 201",32,1,2022/2023
MDW/21/0016,"FRE 201",28,1,2022/2023
MDW/21/0017,"FRE 201",22,1,2022/2023
MDW/21/0019,"FRE 201",0,1,2022/2023
MDW/21/0027,"FRE 201",30,1,2022/2023
MDW/21/0028,"FRE 201",19,1,2022/2023
MDW/21/0038,"FRE 201",22,1,2022/2023
MDW/21/0039,"FRE 201",23,1,2022/2023
MDW/21/019,"FRE 201",16,1,2022/2023
MDW/20/112,"BMR 231",20,1,2022/2023
MDW/20/119,"BMR 231",7,1,2022/2023
MDW/20/178,"BMR 231",25,1,2022/2023
MDW/21/0001,"BMR 231",28,1,2022/2023
MDW/21/0004,"BMR 231",15,1,2022/2023
MDW/21/0005,"BMR 231",11,1,2022/2023
MDW/21/0009,"BMR 231",26,1,2022/2023
MDW/21/0010,"BMR 231",11,1,2022/2023
MDW/21/0011,"BMR 231",15,1,2022/2023
MDW/21/0012,"BMR 231",0,1,2022/2023
MDW/21/0013,"BMR 231",15,1,2022/2023
MDW/21/0016,"BMR 231",25,1,2022/2023
MDW/21/0017,"BMR 231",0,1,2022/2023
MDW/21/0019,"BMR 231",0,1,2022/2023
MDW/21/0027,"BMR 231",20,1,2022/2023
MDW/21/0028,"BMR 231",27,1,2022/2023
MDW/21/0038,"BMR 231",22,1,2022/2023
MDW/21/0039,"BMR 231",30,1,2022/2023
MDW/21/019,"BMR 231",20,1,2022/2023
MDW/20/112,"MID 239",26,1,2022/2023
MDW/20/119,"MID 239",30,1,2022/2023
MDW/20/178,"MID 239",28,1,2022/2023
MDW/21/0001,"MID 239",27,1,2022/2023
MDW/21/0004,"MID 239",30,1,2022/2023
MDW/21/0005,"MID 239",24,1,2022/2023
MDW/21/0009,"MID 239",30,1,2022/2023
MDW/21/0010,"MID 239",31,1,2022/2023
MDW/21/0011,"MID 239",27,1,2022/2023
MDW/21/0012,"MID 239",0,1,2022/2023
MDW/21/0013,"MID 239",30,1,2022/2023
MDW/21/0016,"MID 239",31,1,2022/2023
MDW/21/0017,"MID 239",25,1,2022/2023
MDW/21/0027,"MID 239",25,1,2022/2023
MDW/21/0028,"MID 239",26,1,2022/2023
MDW/21/0038,"MID 239",28,1,2022/2023
MDW/21/0039,"MID 239",27,1,2022/2023
MDW/21/019,"MID 239",25,1,2022/2023
MDW/20/112,"MID 2311",31,1,2022/2023
MDW/20/119,"MID 2311",20,1,2022/2023
MDW/20/178,"MID 2311",24,1,2022/2023
MDW/21/0001,"MID 2311",33,1,2022/2023
MDW/21/0004,"MID 2311",25,1,2022/2023
MDW/21/0005,"MID 2311",18,1,2022/2023
MDW/21/0009,"MID 2311",29,1,2022/2023
MDW/21/0010,"MID 2311",29,1,2022/2023
MDW/21/0011,"MID 2311",32,1,2022/2023
MDW/21/0012,"MID 2311",0,1,2022/2023
MDW/21/0013,"MID 2311",31,1,2022/2023
MDW/21/0016,"MID 2311",31,1,2022/2023
MDW/21/0017,"MID 2311",0,1,2022/2023
MDW/21/0027,"MID 2311",25,1,2022/2023
MDW/21/0028,"MID 2311",20,1,2022/2023
MDW/21/0038,"MID 2311",26,1,2022/2023
MDW/21/0039,"MID 2311",25,1,2022/2023
MDW/21/019,"MID 2311",29,1,2022/2023
MDW/20/119,"NU 236",28,1,2022/2023
MDW/20/178,"NU 236",24,1,2022/2023
MDW/21/0001,"NU 236",22,1,2022/2023
MDW/21/0004,"NU 236",18,1,2022/2023
MDW/21/0005,"NU 236",25,1,2022/2023
MDW/21/0009,"NU 236",25,1,2022/2023
MDW/21/0010,"NU 236",25,1,2022/2023
MDW/21/0011,"NU 236",24,1,2022/2023
MDW/21/0012,"NU 236",10,1,2022/2023
MDW/21/0013,"NU 236",24,1,2022/2023
MDW/21/0016,"NU 236",23,1,2022/2023
MDW/21/0017,"NU 236",22,1,2022/2023
MDW/21/0027,"NU 236",27,1,2022/2023
MDW/21/0028,"NU 236",25,1,2022/2023
MDW/21/0038,"NU 236",28,1,2022/2023
MDW/21/0039,"NU 236",14,1,2022/2023
MDW/21/019,"NU 236",22,1,2022/2023
,"NU 236",0,1,2022/2023
MDW/20/116,"NU 236",18,1,2022/2023
MDW/20/115,"NU 236",15,1,2022/2023
MDW/20/121,"NU 236",20,1,2022/2023
NDT/22/0006,"BMS 1110",11,1,2022/2023
MDW/20/112,"NU 237",18,1,2022/2023
MDW/20/119,"NU 237",18,1,2022/2023
MDW/20/178,"NU 237",20,1,2022/2023
MDW/21/0001,"NU 237",17,1,2022/2023
MDW/21/0004,"NU 237",18,1,2022/2023
MDW/21/0005,"NU 237",24,1,2022/2023
MDW/21/0009,"NU 237",24,1,2022/2023
MDW/21/0010,"NU 237",16,1,2022/2023
MDW/21/0011,"NU 237",25,1,2022/2023
MDW/21/0012,"NU 237",0,1,2022/2023
MDW/21/0013,"NU 237",22,1,2022/2023
MDW/21/0016,"NU 237",26,1,2022/2023
MDW/21/0017,"NU 237",23,1,2022/2023
MDW/21/0027,"NU 237",26,1,2022/2023
MDW/21/0028,"NU 237",21,1,2022/2023
MDW/21/0038,"NU 237",18,1,2022/2023
MDW/21/0039,"NU 237",22,1,2022/2023
MDW/21/019,"NU 237",19,1,2022/2023
,"NU 237",0,1,2022/2023
MDW/20/270,"NU 237",21,1,2022/2023
MDW/20/108,"NU 237",17,1,2022/2023
PHM/21/0001,"NU 237",35,1,2022/2023
PHM/22/0051,"BMS 111",30,1,2022/2023
PHM/22/0002,"BMS 111",22,1,2022/2023
PHM/22/0053,"BMS 111",26,1,2022/2023
PHM/22/0026,"BMS 111",25,1,2022/2023
PHM/22/0011,"BMS 111",29,1,2022/2023
PHM/22/0003,"BMS 111",27,1,2022/2023
PHM/22/0028,"BMS 111",28,1,2022/2023
PHM/22/0037,"BMS 111",27,1,2022/2023
PHM/22/0023,"BMS 111",27,1,2022/2023
PHM/22/0001,"BMS 111",30,1,2022/2023
PHM/22/0052,"BMS 111",28,1,2022/2023
PHM/22/0020,"BMS 111",33,1,2022/2023
PHM/22/0012,"BMS 111",36,1,2022/2023
PHM/22/0004,"BMS 111",28,1,2022/2023
PHM/22/0042,"BMS 111",30,1,2022/2023
PHM/22/0041,"BMS 111",33,1,2022/2023
PHM/22/0007,"BMS 111",24,1,2022/2023
PHM/22/0027,"BMS 111",27,1,2022/2023
PHM/22/0005,"BMS 111",32,1,2022/2023
PHM/22/0017,"BMS 111",25,1,2022/2023
PHM/22/0044,"BMS 111",29,1,2022/2023
PHM/22/0051,"BMS 112",33,1,2022/2023
PHM/22/0002,"BMS 112",19,1,2022/2023
PHM/22/0053,"BMS 112",24,1,2022/2023
PHM/22/0026,"BMS 112",31,1,2022/2023
PHM/22/0011,"BMS 112",33,1,2022/2023
PHM/22/0003,"BMS 112",29,1,2022/2023
PHM/22/0028,"BMS 112",32,1,2022/2023
PHM/22/0037,"BMS 112",22,1,2022/2023
PHM/22/0023,"BMS 112",29,1,2022/2023
PHM/22/0001,"BMS 112",26,1,2022/2023
PHM/22/0052,"BMS 112",30,1,2022/2023
PHM/22/0020,"BMS 112",32,1,2022/2023
PHM/22/0012,"BMS 112",37,1,2022/2023
PHM/22/0004,"BMS 112",27,1,2022/2023
PHM/22/0042,"BMS 112",28,1,2022/2023
PHM/22/0041,"BMS 112",38,1,2022/2023
PHM/22/0007,"BMS 112",13,1,2022/2023
PHM/22/0027,"BMS 112",34,1,2022/2023
PHM/22/0005,"BMS 112",33,1,2022/2023
PHM/22/0017,"BMS 112",32,1,2022/2023
PHM/22/0044,"BMS 112",28,1,2022/2023
PHM/22/0001,"MLC 101",16,1,2022/2023
PHM/22/0002,"MLC 101",11,1,2022/2023
PHM/22/0003,"MLC 101",15,1,2022/2023
PHM/22/0004,"MLC 101",22,1,2022/2023
PHM/22/0005,"MLC 101",26,1,2022/2023
PHM/22/0007,"MLC 101",7,1,2022/2023
PHM/22/0011,"MLC 101",17,1,2022/2023
PHM/22/0012,"MLC 101",33,1,2022/2023
PHM/22/0017,"MLC 101",22,1,2022/2023
PHM/22/0020,"MLC 101",25,1,2022/2023
PHM/22/0023,"MLC 101",13,1,2022/2023
PHM/22/0026,"MLC 101",9,1,2022/2023
PHM/22/0027,"MLC 101",24,1,2022/2023
PHM/22/0028,"MLC 101",23,1,2022/2023
PHM/22/0037,"MLC 101",21,1,2022/2023
PHM/22/0041,"MLC 101",21,1,2022/2023
PHM/22/0042,"MLC 101",15,1,2022/2023
PHM/22/0044,"MLC 101",25,1,2022/2023
PHM/22/0051,"MLC 101",16,1,2022/2023
PHM/22/0052,"MLC 101",12,1,2022/2023
PHM/22/0053,"MLC 101",22,1,2022/2023
PHM/22/0051,"BMS 113",26,1,2022/2023
PHM/22/0002,"BMS 113",23,1,2022/2023
PHM/22/0053,"BMS 113",26,1,2022/2023
PHM/22/0026,"BMS 113",30,1,2022/2023
PHM/22/0011,"BMS 113",24,1,2022/2023
PHM/22/0003,"BMS 113",23,1,2022/2023
PHM/22/0028,"BMS 113",26,1,2022/2023
PHM/22/0037,"BMS 113",23,1,2022/2023
PHM/22/0023,"BMS 113",25,1,2022/2023
PHM/22/0001,"BMS 113",16,1,2022/2023
PHM/22/0052,"BMS 113",24,1,2022/2023
PHM/22/0020,"BMS 113",31,1,2022/2023
PHM/22/0012,"BMS 113",20,1,2022/2023
PHM/22/0004,"BMS 113",26,1,2022/2023
PHM/22/0042,"BMS 113",29,1,2022/2023
PHM/22/0041,"BMS 113",32,1,2022/2023
PHM/22/0007,"BMS 113",15,1,2022/2023
PHM/22/0027,"BMS 113",32,1,2022/2023
PHM/22/0005,"BMS 113",32,1,2022/2023
PHM/22/0017,"BMS 113",29,1,2022/2023
PHM/22/0044,"BMS 113",21,1,2022/2023
PHM/22/0051,"BMS 114",20,1,2022/2023
PHM/22/0002,"BMS 114",21,1,2022/2023
PHM/22/0053,"BMS 114",26,1,2022/2023
PHM/22/0026,"BMS 114",29,1,2022/2023
PHM/22/0011,"BMS 114",27,1,2022/2023
PHM/22/0003,"BMS 114",25,1,2022/2023
PHM/22/0028,"BMS 114",24,1,2022/2023
PHM/22/0037,"BMS 114",5,1,2022/2023
PHM/22/0023,"BMS 114",26,1,2022/2023
PHM/22/0001,"BMS 114",17,1,2022/2023
PHM/22/0052,"BMS 114",23,1,2022/2023
PHM/22/0020,"BMS 114",30,1,2022/2023
PHM/22/0012,"BMS 114",31,1,2022/2023
PHM/22/0004,"BMS 114",27,1,2022/2023
PHM/22/0042,"BMS 114",25,1,2022/2023
PHM/22/0041,"BMS 114",32,1,2022/2023
PHM/22/0007,"BMS 114",21,1,2022/2023
PHM/22/0027,"BMS 114",28,1,2022/2023
PHM/22/0005,"BMS 114",34,1,2022/2023
PHM/22/0017,"BMS 114",33,1,2022/2023
PHM/22/0044,"BMS 114",24,1,2022/2023
PHM/22/0051,"BMS 115",18,1,2022/2023
PHM/22/0002,"BMS 115",18,1,2022/2023
PHM/22/0053,"BMS 115",27,1,2022/2023
PHM/22/0026,"BMS 115",28,1,2022/2023
PHM/22/0011,"BMS 115",18,1,2022/2023
PHM/22/0003,"BMS 115",20,1,2022/2023
PHM/22/0028,"BMS 115",24,1,2022/2023
PHM/22/0037,"BMS 115",26,1,2022/2023
PHM/22/0023,"BMS 115",21,1,2022/2023
PHM/22/0001,"BMS 115",18,1,2022/2023
PHM/22/0052,"BMS 115",20,1,2022/2023
PHM/22/0020,"BMS 115",23,1,2022/2023
PHM/22/0012,"BMS 115",18,1,2022/2023
PHM/22/0004,"BMS 115",26,1,2022/2023
PHM/22/0042,"BMS 115",23,1,2022/2023
PHM/22/0041,"BMS 115",20,1,2022/2023
PHM/22/0007,"BMS 115",18,1,2022/2023
PHM/22/0027,"BMS 115",30,1,2022/2023
PHM/22/0005,"BMS 115",23,1,2022/2023
PHM/22/0017,"BMS 115",23,1,2022/2023
PHM/22/0044,"BMS 115",20,1,2022/2023
PHM/22/0051,"BMS 116",26,1,2022/2023
PHM/22/0052,"BMS 116",26,1,2022/2023
PHM/22/0001,"BMS 116",24,1,2022/2023
PHM/22/0002,"BMS 116",25,1,2022/2023
PHM/22/0012,"BMS 116",25,1,2022/2023
PHM/22/0005,"BMS 116",28,1,2022/2023
PHM/22/0004,"BMS 116",20,1,2022/2023
PHM/22/0003,"BMS 116",30,1,2022/2023
PHM/22/0007,"BMS 116",16,1,2022/2023
PHM/22/0011,"BMS 116",23,1,2022/2023
PHM/22/0017,"BMS 116",27,1,2022/2023
PHM/22/0020,"BMS 116",30,1,2022/2023
PHM/22/0023,"BMS 116",23,1,2022/2023
PHM/22/0027,"BMS 116",31,1,2022/2023
PHM/22/0028,"BMS 116",26,1,2022/2023
PHM/22/0026,"BMS 116",28,1,2022/2023
PHM/22/0037,"BMS 116",26,1,2022/2023
PHM/22/0041,"BMS 116",31,1,2022/2023
PHM/22/0042,"BMS 116",29,1,2022/2023
PHM/22/0044,"BMS 116",23,1,2022/2023
PHM/22/0053,"BMS 116",27,1,2022/2023
PHM/22/0001,"BMS 117",20,1,2022/2023
PHM/22/0002,"BMS 117",22,1,2022/2023
PHM/22/0003,"BMS 117",24,1,2022/2023
PHM/22/0004,"BMS 117",28,1,2022/2023
PHM/22/0005,"BMS 117",29,1,2022/2023
PHM/22/0007,"BMS 117",17,1,2022/2023
PHM/22/0011,"BMS 117",23,1,2022/2023
PHM/22/0012,"BMS 117",30,1,2022/2023
PHM/22/0017,"BMS 117",28,1,2022/2023
PHM/22/0020,"BMS 117",26,1,2022/2023
PHM/22/0023,"BMS 117",26,1,2022/2023
PHM/22/0026,"BMS 117",15,1,2022/2023
PHM/22/0027,"BMS 117",28,1,2022/2023
PHM/22/0028,"BMS 117",30,1,2022/2023
PHM/22/0037,"BMS 117",26,1,2022/2023
PHM/22/0041,"BMS 117",32,1,2022/2023
PHM/22/0042,"BMS 117",32,1,2022/2023
PHM/22/0044,"BMS 117",28,1,2022/2023
PHM/22/0051,"BMS 117",23,1,2022/2023
PHM/22/0052,"BMS 117",21,1,2022/2023
PHM/22/0053,"BMS 117",34,1,2022/2023
PHM/22/0001,"BMS 118",21,1,2022/2023
PHM/22/0002,"BMS 118",24,1,2022/2023
PHM/22/0003,"BMS 118",25,1,2022/2023
PHM/22/0004,"BMS 118",27,1,2022/2023
PHM/22/0005,"BMS 118",31,1,2022/2023
PHM/22/0007,"BMS 118",17,1,2022/2023
PHM/22/0011,"BMS 118",28,1,2022/2023
PHM/22/0012,"BMS 118",35,1,2022/2023
PHM/22/0017,"BMS 118",24,1,2022/2023
PHM/22/0020,"BMS 118",35,1,2022/2023
PHM/22/0023,"BMS 118",28,1,2022/2023
PHM/22/0026,"BMS 118",24,1,2022/2023
PHM/22/0027,"BMS 118",27,1,2022/2023
PHM/22/0028,"BMS 118",28,1,2022/2023
PHM/22/0037,"BMS 118",24,1,2022/2023
PHM/22/0041,"BMS 118",32,1,2022/2023
PHM/22/0042,"BMS 118",32,1,2022/2023
PHM/22/0044,"BMS 118",28,1,2022/2023
PHM/22/0051,"BMS 118",27,1,2022/2023
PHM/22/0052,"BMS 118",20,1,2022/2023
PHM/22/0053,"BMS 118",23,1,2022/2023
PHM/22/0001,"ICT 101",29,1,2022/2023
PHM/22/0002,"ICT 101",24,1,2022/2023
PHM/22/0003,"ICT 101",37,1,2022/2023
PHM/22/0004,"ICT 101",30,1,2022/2023
PHM/22/0005,"ICT 101",33,1,2022/2023
PHM/22/0007,"ICT 101",16,1,2022/2023
PHM/22/0011,"ICT 101",29,1,2022/2023
PHM/22/0012,"ICT 101",37,1,2022/2023
PHM/22/0017,"ICT 101",40,1,2022/2023
PHM/22/0020,"ICT 101",33,1,2022/2023
PHM/22/0023,"ICT 101",25,1,2022/2023
PHM/22/0026,"ICT 101",37,1,2022/2023
PHM/22/0027,"ICT 101",33,1,2022/2023
PHM/22/0028,"ICT 101",26,1,2022/2023
PHM/22/0037,"ICT 101",24,1,2022/2023
PHM/22/0041,"ICT 101",34,1,2022/2023
PHM/22/0042,"ICT 101",34,1,2022/2023
PHM/22/0044,"ICT 101",32,1,2022/2023
PHM/22/0051,"ICT 101",35,1,2022/2023
PHM/22/0052,"ICT 101",33,1,2022/2023
PHM/22/0053,"ICT 101",32,1,2022/2023
PHM/22/0001,"ENG 101",23,1,2022/2023
PHM/22/0002,"ENG 101",26,1,2022/2023
PHM/22/0003,"ENG 101",26,1,2022/2023
PHM/22/0004,"ENG 101",22,1,2022/2023
PHM/22/0005,"ENG 101",26,1,2022/2023
PHM/22/0007,"ENG 101",18,1,2022/2023
PHM/22/0011,"ENG 101",22,1,2022/2023
PHM/22/0012,"ENG 101",30,1,2022/2023
PHM/22/0017,"ENG 101",28,1,2022/2023
PHM/22/0020,"ENG 101",26,1,2022/2023
PHM/22/0023,"ENG 101",22,1,2022/2023
PHM/22/0026,"ENG 101",30,1,2022/2023
PHM/22/0027,"ENG 101",32,1,2022/2023
PHM/22/0028,"ENG 101",23,1,2022/2023
PHM/22/0037,"ENG 101",23,1,2022/2023
PHM/22/0041,"ENG 101",36,1,2022/2023
PHM/22/0042,"ENG 101",36,1,2022/2023
PHM/22/0044,"ENG 101",12,1,2022/2023
PHM/22/0051,"ENG 101",28,1,2022/2023
PHM/22/0052,"ENG 101",20,1,2022/2023
PHM/22/0053,"ENG 101",28,1,2022/2023
PHM/22/0001,"FRE 101",33,1,2022/2023
PHM/22/0002,"FRE 101",11,1,2022/2023
PHM/22/0003,"FRE 101",16,1,2022/2023
PHM/22/0004,"FRE 101",30,1,2022/2023
PHM/22/0005,"FRE 101",24,1,2022/2023
PHM/22/0007,"FRE 101",28,1,2022/2023
PHM/22/0011,"FRE 101",13,1,2022/2023
PHM/22/0012,"FRE 101",22,1,2022/2023
PHM/22/0017,"FRE 101",27,1,2022/2023
PHM/22/0020,"FRE 101",29,1,2022/2023
PHM/22/0023,"FRE 101",23,1,2022/2023
PHM/22/0026,"FRE 101",35,1,2022/2023
PHM/22/0027,"FRE 101",29,1,2022/2023
PHM/22/0028,"FRE 101",14,1,2022/2023
PHM/22/0037,"FRE 101",22,1,2022/2023
PHM/22/0041,"FRE 101",38,1,2022/2023
PHM/22/0042,"FRE 101",37,1,2022/2023
PHM/22/0044,"FRE 101",18,1,2022/2023
PHM/22/0051,"FRE 101",26,1,2022/2023
PHM/22/0052,"FRE 101",16,1,2022/2023
PHM/22/0053,"FRE 101",24,1,2022/2023
PHM/21/0001,"PHT 231",33,1,2022/2023
PHM/21/0002,"PHT 231",19,1,2022/2023
PHM/21/0004,"PHT 231",0,1,2022/2023
PHM/21/0005,"PHT 231",23,1,2022/2023
PHM/21/0006,"PHT 231",26,1,2022/2023
PHM/21/0007,"PHT 231",0,1,2022/2023
PHM/21/0009,"PHT 231",0,1,2022/2023
PHM/21/0010,"PHT 231",15,1,2022/2023
PHM/21/0014,"PHT 231",20,1,2022/2023
PHM/21/0015,"PHT 231",16,1,2022/2023
PHM/21/0016,"PHT 231",17,1,2022/2023
PHM/21/002,"PHT 231",0,1,2022/2023
PHM/21/0020,"PHT 231",0,1,2022/2023
PHM/21/0022,"PHT 231",0,1,2022/2023
PHM/21/0024,"PHT 231",34,1,2022/2023
PHM/21/0025,"PHT 231",19,1,2022/2023
PHM/21/0034,"PHT 231",14,1,2022/2023
PHM/21/0035,"PHT 231",0,1,2022/2023
PHM/21/0036,"PHT 231",10,1,2022/2023
PHM/21/004,"PHT 231",0,1,2022/2023
PHM/21/0001,"PHT 232",25,1,2022/2023
PHM/21/0002,"PHT 232",17,1,2022/2023
PHM/21/0004,"PHT 232",7,1,2022/2023
PHM/21/0005,"PHT 232",23,1,2022/2023
PHM/21/0006,"PHT 232",26,1,2022/2023
PHM/21/0007,"PHT 232",0,1,2022/2023
PHM/21/0009,"PHT 232",6,1,2022/2023
PHM/21/0010,"PHT 232",22,1,2022/2023
PHM/21/0014,"PHT 232",18,1,2022/2023
PHM/21/0015,"PHT 232",18,1,2022/2023
PHM/21/0016,"PHT 232",18,1,2022/2023
PHM/21/002,"PHT 232",24,1,2022/2023
PHM/21/0020,"PHT 232",6,1,2022/2023
PHM/21/0022,"PHT 232",0,1,2022/2023
PHM/21/0024,"PHT 232",31,1,2022/2023
PHM/21/0025,"PHT 232",26,1,2022/2023
PHM/21/0034,"PHT 232",18,1,2022/2023
PHM/21/0035,"PHT 232",0,1,2022/2023
PHM/21/0036,"PHT 232",16,1,2022/2023
PHM/21/004,"PHT 232",0,1,2022/2023
PHM/21/0002,"NU 237",27,1,2022/2023
PHM/21/0004,"NU 237",0,1,2022/2023
PHM/21/0005,"NU 237",34,1,2022/2023
PHM/21/0006,"NU 237",37,1,2022/2023
PHM/21/0007,"NU 237",0,1,2022/2023
PHM/21/0009,"NU 237",0,1,2022/2023
PHM/21/0010,"NU 237",30,1,2022/2023
PHM/21/0014,"NU 237",29,1,2022/2023
PHM/21/0015,"NU 237",26,1,2022/2023
PHM/21/0016,"NU 237",25,1,2022/2023
PHM/21/002,"NU 237",0,1,2022/2023
